user,from,index,word_t,word_t1,Vision,Motor,Socialness,Emotion_abs+1,Time,Space,score_t,score_t1
5b93db5d83bd380001b89238,meet_reach,1,meet,track,2.5233577188665333,1.1989250788703472,-4.230200756250634,-1.319148742793452,-0.6636375129470562,1.3249322943630233,38.62975480876108,17.46697531738262
5b93db5d83bd380001b89238,meet_reach,2,track,date,-2.895806738720472,-1.6590285174784976,1.3884472317036562,-0.1269431064558726,4.7667895583421895,-2.202030402311484,17.46697531738262,18.24861967194588
5b93db5d83bd380001b89238,meet_reach,3,date,greeting,1.8541453001554726,3.3529525971651313,3.17744351305545,2.5775780332018208,-3.4715636611216327,-0.9078267436104313,18.24861967194588,4.26726824685589
5b93db5d83bd380001b89238,meet_reach,4,greeting,introduce,-1.176921634279686,-2.5012904037873667,-2.650004514420751,-1.9897174475877621,-0.4815217603226456,0.4293921529327531,4.26726824685589,24.55704838868954
5b93db5d83bd380001b89238,meet_reach,5,introduce,encounter,-0.33496699877199376,0.5081474152971421,2.4071665112529383,1.8918601786711942,0.16101763744152287,1.9735517922901977,24.55704838868954,11.185956781419987
5b93db5d83bd380001b89238,meet_reach,6,encounter,keep,-0.40820263154507297,-0.9696953240875608,-3.816068384814079,-0.9247514092524884,-0.6776496660589482,-2.3668850705894657,11.185956781419987,24.033963174814826
5b93db5d83bd380001b89238,meet_reach,7,keep,fulfill,-0.9255429917198125,-0.7243950102078092,0.44182911094553434,0.09505459003296046,0.08687403840311925,-0.9930937645545062,24.033963174814826,38.62546287308882
5b93db5d83bd380001b89238,meet_reach,8,fulfill,complete,-0.13657440258218934,0.3793374518529744,-1.7456397131556993,0.12008466098854909,0.5786857793654403,0.5139624991035883,38.62546287308882,22.88633015979089
5b93db5d83bd380001b89238,meet_reach,9,complete,accomplish,0.11621961101870704,-0.5297446830060144,0.9211514292982084,-0.03239467621916692,-1.24960918652878,1.0268824575560982,22.88633015979089,42.191531491943294
5b93db5d83bd380001b89238,meet_reach,10,accomplish,achieve,-0.526407617435231,-0.592597439894333,1.022210299175891,0.151506096526266,0.3569961045063539,0.13275680016754632,42.191531491943294,53.6330117343224
5b93db5d83bd380001b89238,meet_reach,11,achieve,win,2.648759946600879,2.4534863621413434,1.974000168132867,1.0172951746599361,-0.001277690198533632,0.32057881449536674,53.6330117343224,24.5164013391178
5b93db5d83bd380001b89238,meet_reach,12,win,attain,-1.7904648492223498,-1.3302123004053212,-2.784183410015068,-1.6738547703825097,0.7757022739343833,-0.352459710409911,24.5164013391178,55.55182363298462
5b93db5d83bd380001b89238,meet_reach,13,attain,earn,1.0452460789366578,0.3366996321051604,1.2598415123766697,0.6318174692757945,-0.18449796137406427,-0.8470849079799323,55.55182363298462,33.713704970330504
5b93db5d83bd380001b89238,meet_reach,14,earn,gain,-1.0751517123007792,-0.24458732479648215,0.15535294707305036,0.6332928576061594,-0.6701028687709332,0.9172865813907312,33.713704970330504,25.842610775028625
5b93db5d83bd380001b89238,meet_reach,15,gain,hit,1.935418714870289,1.842850681250096,0.31844034878846816,0.7967192277686612,-0.11274658857907638,0.9667563069388849,25.842610775028625,34.76157269820192
5b93db5d83bd380001b89238,meet_reach,16,hit,realize,-2.3662254848063227,-1.9494388947107324,-3.0163600189350674,-2.8810967914996644,0.43379239014127413,-2.5082621472231175,34.76157269820192,30.93558822319376
5b93db5d83bd380001b89238,meet_reach,17,realize,target,2.502799718519665,0.7638422216906284,3.966288119296225,1.6145049141212648,-0.787005955565801,3.7256505041648373,30.93558822319376,35.04599758980289
5b93db5d83bd380001b89238,meet_reach,18,target,capture,-1.1002662480846128,0.3266584529404657,0.9222187736540253,1.5228698150869158,0.27012988917200753,-0.9413763387681557,35.04599758980289,25.532926401504664
5b93db5d83bd380001b89238,meet_reach,19,capture,obtain,-1.7113280804254134,-1.8061353232923931,-0.9020942431154788,-2.0360419596424197,0.5979921584957297,-1.4424793244221008,25.532926401504664,32.40235833606176
5b93db5d83bd380001b89238,meet_reach,20,obtain,procure,1.6894338555623336,0.8996902771812263,-0.15987065122109012,0.08024242177970731,-0.42197679884440586,-0.0304379183309611,32.40235833606176,24.732828415813877
5b93db5d83bd380001b89238,meet_reach,21,procure,match,3.2014648302706212,2.480189900822838,1.9448406260888405,-0.3577131728728693,0.18030121933392151,1.0333389889202582,24.732828415813877,10.564231818016918
5b93db5d83bd380001b89238,meet_reach,22,match,acquire,-4.487293531157702,-3.005062585367186,-2.0243959944565333,0.1445617959587011,0.341261731466463,-1.3026254817043594,10.564231818016918,22.7688622561655
5b93db5d83bd380001b89238,meet_reach,23,acquire,garner,3.4518171262324353,1.5895270150246255,-0.17044430360845286,0.09783559974267497,-0.8659190067612845,0.27370430558397896,22.7688622561655,38.7073346637859
5b93db5d83bd380001b89238,meet_reach,24,garner,gather,-2.5017334266573332,-0.4905967772653279,0.6157783135343431,-0.29290543720136264,0.574289741440106,0.9814351550501583,38.7073346637859,24.09566097096044
5b93db5d83bd380001b89238,meet_reach,25,gather,get,0.2822387789905414,-0.14730860837547644,-1.8860767690020341,0.5189023236871357,0.07005302960791693,-0.7743029348610255,24.09566097096044,40.67792180206288
5b93db5d83bd380001b89238,meet_reach,26,get,earn,0.1788254589862781,-0.25962903510228175,0.2363228519037044,0.1588284054650959,0.3899310588640821,-0.8986876967391288,40.67792180206288,33.713704970330504
5b93db5d83bd380001b89238,meet_reach,27,earn,surpass,0.004431217031884316,0.2052596892044639,-0.7183210106621205,0.008899129880620027,-0.8530801320985035,1.123946521941235,33.713704970330504,52.87237811457023
5b93db5d83bd380001b89238,meet_reach,28,surpass,smash,2.420301051458114,2.520015332653285,0.5438310044523402,1.227851971364816,0.0728848023587616,0.21690956258801708,52.87237811457023,20.255610560929064
5b93db5d83bd380001b89238,meet_reach,29,smash,recieve,nan,nan,nan,nan,nan,nan,20.255610560929064,17.527648461056838
5b93db5d83bd380001b89238,meet_reach,30,recieve,reach,nan,nan,nan,nan,nan,nan,17.527648461056838,100.00000000000004
5d5d0f1e7f50330016962722,meet_reach,1,meet,meat,7.391775177477532,2.3281076525486553,-4.5861101369257975,-0.7462367035058317,-1.3370140487669833,-1.7499462246722768,38.62975480876108,-0.4389093210995233
5d5d0f1e7f50330016962722,meet_reach,2,meat,reunion,-6.887999228751931,-1.1775011858711824,5.3418299885138,2.3549634555945005,2.962878474253598,1.821138367523285,-0.4389093210995233,3.1672274469178365
